Air Quality,CO,Humidity,NO2,PM10,PM2.5,Population_Density,Proximity_to_Industrial_Areas,SO2,Temperature
2,1.53,80.8,17.1,14.9,10.4,502,5.7,-0.4,29.8
2,1.91,74.7,22.5,35.4,30.4,482,6.1,5.4,28.8
2,1.8,75.4,31.4,35.5,33.4,600,5.8,9.4,25.4
2,1.42,63.3,24.2,16.0,3.8,710,8.9,7.9,29.9
0,1.21,72.5,16.6,11.2,5.7,305,11.6,4.4,30.3
0,1.05,68.4,15.6,7.7,3.2,409,10.2,7.1,22.7
0,1.04,60.6,16.6,8.4,3.0,444,10.2,7.3,18.4
0,0.95,68.7,19.7,13.7,8.3,255,11.2,4.1,23.6
3,1.99,66.5,35.6,29.8,14.8,577,3.3,15.6,27.1
3,1.86,79.8,36.1,88.1,70.6,565,4.6,9.8,38.5
2,1.26,60.1,27.2,14.1,0.9,641,5.6,12.1,30.4
0,0.99,45.8,19.3,7.8,3.8,312,11.7,7.1,27.3
3,2.51,62.8,31.1,21.7,8.0,429,4.7,10.2,43.3
0,0.89,49.4,18.5,18.5,12.9,461,10.1,4.7,28.9
3,2.38,63.0,30.5,57.7,41.2,537,3.9,24.3,38.1
3,1.92,81.6,29.0,19.4,6.1,690,4.2,20.5,36.5
2,0.98,64.5,25.2,15.5,10.4,359,5.3,3.1,26.0
3,2.6,82.1,24.6,26.5,8.4,696,5.2,7.4,38.2
0,0.86,75.5,25.3,20.4,16.1,357,11.3,5.1,24.4
2,1.1,45.9,29.4,10.9,1.9,647,6.1,5.5,29.2
1,2.88,67.4,51.6,32.6,10.8,846,2.6,25.2,27.4
0,0.94,72.6,19.0,6.9,1.5,407,14.8,5.7,25.0
0,0.88,51.9,15.0,9.8,5.5,601,12.0,7.3,22.0
0,0.96,63.0,15.7,18.5,15.9,383,10.3,6.9,27.1
2,1.64,55.6,22.0,22.3,15.0,451,6.1,15.9,30.8
0,1.05,67.1,22.4,4.6,0.4,371,11.2,4.3,27.8
2,1.39,64.6,30.7,23.1,7.9,399,16.6,19.0,30.7
2,1.44,68.7,30.6,31.1,18.6,588,6.0,7.3,24.0
0,1.12,75.6,23.8,5.9,2.8,299,10.1,6.4,25.3
3,1.85,93.3,19.0,48.7,21.5,464,6.3,14.2,40.6
2,1.27,65.1,29.6,58.5,48.4,435,7.1,7.8,34.4
2,1.49,58.3,28.4,52.4,36.6,499,6.9,5.3,34.0
0,0.93,49.4,16.6,5.9,1.0,328,10.6,5.6,28.5
0,1.11,51.1,23.1,10.1,8.3,221,15.0,5.7,30.6
3,1.83,89.0,29.7,30.2,9.2,428,8.2,17.5,30.0
0,1.13,47.6,21.8,35.3,31.6,591,14.0,6.4,27.8
0,0.95,44.0,25.2,8.8,2.6,488,17.2,5.7,21.0
0,0.98,57.7,22.1,15.8,10.0,470,15.4,2.5,25.6
0,0.97,67.9,25.0,19.2,15.3,366,10.0,5.1,23.8
0,0.94,71.3,14.7,36.0,30.4,432,11.2,4.8,25.2
2,1.27,71.8,28.0,25.7,12.2,327,7.8,7.1,35.2
2,1.33,89.3,23.0,25.3,14.1,671,9.1,11.3,33.8
0,1.24,47.4,25.2,8.9,9.5,404,10.6,5.9,25.5
2,1.25,75.7,19.5,43.1,29.7,685,6.4,2.2,31.7
1,2.46,116.9,46.0,53.6,33.1,834,8.2,26.2,38.7
2,1.51,93.7,19.0,10.9,6.3,344,7.1,14.2,31.2
0,1.04,74.8,14.2,10.9,10.3,577,18.7,6.3,27.3
0,1.03,46.8,24.9,14.1,7.8,603,13.5,4.6,26.1
1,2.07,70.2,35.3,55.1,35.4,607,3.3,22.9,47.8
2,1.56,77.1,25.4,16.9,7.3,471,6.3,11.3,31.9
0,1.03,45.7,14.3,3.6,0.1,316,10.7,7.9,25.0
3,1.84,74.8,33.0,49.3,28.1,730,3.8,21.3,39.3
0,0.98,51.2,19.6,14.8,7.0,315,18.2,6.1,27.6
0,0.99,43.6,13.2,16.3,11.8,307,10.5,5.4,22.5
0,1.03,65.3,14.7,13.3,6.6,318,11.3,6.7,22.8
3,2.0,60.7,35.3,16.0,0.3,596,7.2,24.9,38.8
0,0.88,55.6,25.2,5.4,3.4,404,11.3,2.8,21.2
3,1.96,82.5,32.5,37.1,18.7,544,4.5,14.5,27.2
3,1.83,59.1,36.8,46.4,35.9,562,3.5,22.7,24.5
2,1.57,48.6,19.7,15.8,6.9,598,5.2,9.4,30.2
2,1.3,76.2,13.8,54.7,49.0,664,7.4,10.5,24.9
2,1.6,58.3,26.7,45.6,32.9,352,7.3,13.6,28.7
0,1.03,80.1,20.2,9.7,3.2,269,12.5,6.0,26.3
2,1.54,63.5,30.0,23.5,14.1,646,6.1,8.3,20.6
3,2.23,66.1,27.9,41.6,21.1,733,3.4,17.7,33.1
2,1.28,83.1,22.6,25.8,10.5,522,5.4,5.7,34.0
3,1.7,61.0,22.0,29.9,9.4,466,5.8,18.7,34.7
0,0.98,53.9,25.7,20.4,18.3,406,11.2,7.5,28.7
2,1.37,85.3,32.0,18.3,1.6,521,7.9,7.5,28.1
0,1.12,76.5,11.6,10.1,4.0,267,11.2,4.2,27.9
0,0.86,61.3,21.5,8.9,5.6,226,10.8,7.2,18.5
0,1.1,51.9,20.9,10.6,6.3,500,10.1,7.7,19.2
0,1.08,65.6,23.8,8.2,3.9,285,10.5,5.8,23.0
3,2.16,93.5,27.7,54.6,51.1,400,8.4,13.8,40.1
0,1.14,54.9,12.1,16.6,10.9,534,10.2,7.8,20.2
0,1.01,43.2,13.7,11.2,5.3,552,10.1,1.4,24.7
0,1.04,58.5,25.2,34.3,30.6,341,12.1,3.7,26.6
3,1.7,87.2,35.9,57.0,41.4,749,3.6,20.6,36.8
2,1.67,74.5,24.2,9.9,7.4,611,5.1,17.8,32.3
0,0.81,51.7,19.4,24.5,16.9,306,10.1,6.1,27.6
2,1.41,70.3,17.9,17.1,4.3,401,5.5,14.7,30.2
2,1.51,63.2,27.4,24.0,14.9,569,6.4,7.0,40.0
0,1.04,70.4,21.7,15.7,8.1,223,10.2,3.4,24.1
2,1.19,92.4,31.7,3.6,1.7,428,7.0,4.8,39.0
0,0.85,41.7,21.5,21.3,15.2,255,13.2,7.6,19.3
0,0.98,44.6,17.1,21.6,16.5,555,13.7,6.6,26.6
3,2.76,80.9,30.5,26.4,9.6,446,4.3,22.0,33.7
0,0.77,49.8,23.3,18.6,14.0,262,10.0,4.4,18.6
1,2.55,67.9,28.9,53.8,29.7,746,2.7,18.9,34.6
0,1.04,60.7,22.3,4.6,0.0,333,12.2,3.9,21.8
2,1.35,63.9,25.7,8.0,6.1,610,8.0,15.7,21.3
0,1.04,45.3,11.7,47.4,42.8,577,19.3,2.9,28.7
0,1.14,52.7,15.7,6.5,0.3,568,11.9,5.7,28.9
0,0.99,78.5,15.9,9.7,6.7,249,10.0,2.2,22.9
0,0.92,54.4,24.7,10.0,6.2,339,12.0,4.2,27.4
0,0.84,66.2,16.8,8.0,3.1,321,10.4,7.1,22.6
0,0.99,58.1,25.8,12.2,8.5,324,17.8,5.5,27.0
2,1.35,78.1,33.9,38.6,30.4,465,8.7,7.9,28.1
3,1.89,99.6,32.2,24.7,14.3,487,6.8,13.6,34.3
1,2.65,92.3,40.9,55.3,37.8,564,2.6,16.3,38.6
2,1.8,92.7,21.0,15.3,2.2,511,6.6,6.8,30.3
2,1.68,72.3,26.4,13.8,0.8,543,6.2,11.0,23.6
0,1.02,48.0,18.6,22.3,17.3,313,11.2,2.0,26.1
2,1.54,73.3,15.1,21.8,11.1,543,7.4,7.2,31.9
2,1.54,62.2,32.8,32.0,23.6,685,9.0,10.1,32.2
0,1.18,61.5,11.8,25.0,19.4,333,12.0,0.9,23.7
2,1.61,53.6,23.3,60.0,47.4,529,5.2,13.5,30.2
2,1.48,71.7,16.1,29.4,18.3,479,5.5,8.9,30.2
0,1.06,72.4,13.0,19.9,13.4,568,10.5,3.9,29.8
2,1.52,50.3,21.0,14.1,3.8,496,6.3,12.7,28.1
3,1.97,65.7,23.9,34.5,16.6,607,5.5,5.8,38.1
0,0.89,62.8,24.6,17.8,9.4,214,13.2,4.8,21.3
3,2.11,101.5,28.0,71.2,57.8,521,4.4,22.0,39.1
3,2.07,98.4,35.2,39.8,27.5,773,4.3,13.5,32.3
0,0.87,73.1,13.6,34.6,30.4,545,10.0,4.2,19.7
0,1.04,54.6,13.6,7.6,6.5,401,12.1,5.8,25.8
3,1.81,97.6,25.5,51.6,39.5,652,6.0,9.9,31.8
0,0.87,42.0,27.7,5.8,1.2,248,12.4,3.2,21.7
0,1.02,74.1,21.1,38.9,32.0,540,10.7,6.9,25.2
3,1.95,78.7,30.7,69.8,31.3,749,4.1,21.1,36.7
3,1.86,92.9,40.1,37.8,16.9,777,6.5,16.8,35.1
1,2.6,94.4,41.2,48.1,30.9,860,5.8,11.4,40.0
2,1.43,74.3,26.6,40.6,29.9,649,5.4,6.9,28.8
0,1.17,78.0,16.9,18.3,15.2,263,14.1,2.3,22.9
2,1.58,76.2,27.0,28.0,12.9,696,7.8,13.9,29.4
2,1.55,68.4,26.2,31.8,22.3,582,5.9,6.2,29.6
2,1.5,64.8,21.3,21.7,12.6,593,5.2,8.3,33.8
2,1.59,63.6,24.3,32.1,24.2,600,5.6,13.2,37.7
0,0.95,55.2,17.7,11.6,7.8,461,10.9,6.1,24.1
0,0.94,72.7,20.3,6.2,2.4,431,10.1,9.0,26.4
0,1.07,46.2,23.0,27.0,18.3,254,16.8,2.2,26.4
2,1.4,76.2,23.2,64.2,56.6,390,5.6,12.3,43.7
3,2.51,81.8,39.8,67.8,58.8,795,9.0,11.3,44.3
2,1.45,79.6,27.7,40.8,32.0,411,6.3,11.6,38.1
2,1.52,52.4,32.4,22.0,11.2,460,7.3,13.3,31.7
0,1.16,67.5,16.0,42.5,35.7,231,10.1,4.5,21.7
2,1.6,64.6,28.0,67.9,56.7,334,9.4,6.9,25.6
0,0.86,54.1,21.2,19.2,15.8,377,13.1,6.4,23.6
0,1.07,51.0,14.7,14.7,10.2,214,11.0,6.1,25.5
0,0.93,58.1,23.3,13.3,7.9,526,10.4,5.6,25.2
2,1.52,57.0,22.5,18.9,3.6,352,6.9,9.8,25.9
2,1.16,42.8,26.9,37.3,24.8,453,5.8,16.8,32.2
3,2.22,73.7,32.5,20.6,5.3,569,10.7,8.7,31.5
3,2.35,78.6,26.7,37.6,20.7,702,4.6,14.1,34.5
2,1.46,78.3,35.3,45.7,38.7,562,5.8,9.2,30.1
2,1.5,78.2,31.5,39.1,25.8,380,5.2,7.0,32.3
2,1.58,49.1,26.6,40.4,36.6,318,6.6,7.9,31.5
1,2.72,104.7,45.7,32.3,6.6,888,4.1,15.6,44.4
1,2.3,110.3,43.1,36.2,21.7,746,5.8,23.4,40.3
3,1.88,100.3,26.9,63.7,44.3,605,3.4,14.9,38.4
1,2.13,71.5,43.9,46.8,30.1,790,5.3,18.1,40.4
2,1.26,91.6,37.9,13.5,6.4,331,7.2,10.0,28.1
2,1.38,86.0,29.7,41.8,31.7,498,6.4,3.2,29.9
2,1.69,76.8,23.9,38.4,19.1,674,6.2,12.6,32.3
2,1.21,80.1,14.9,28.0,26.2,317,7.6,7.3,31.5
2,1.57,54.2,18.1,74.2,64.0,592,9.6,13.7,34.7
0,0.92,62.9,12.7,26.6,23.2,476,12.2,5.1,18.1
2,1.43,83.6,34.7,25.6,15.4,376,6.4,6.7,31.1
0,0.84,44.9,17.1,23.7,17.3,435,11.7,4.1,26.0
2,1.54,83.6,28.4,60.3,49.8,543,6.4,9.6,24.1
2,1.7,53.3,19.7,14.2,0.6,604,7.2,9.4,42.9
1,2.39,94.6,50.8,45.0,19.1,697,2.8,27.7,40.9
0,1.16,70.2,18.0,23.1,15.9,399,10.2,7.4,18.3
2,1.6,71.7,21.7,43.9,34.5,385,8.2,8.0,27.7
3,2.22,60.4,32.1,17.8,1.3,407,4.8,19.7,37.0
2,1.65,74.6,24.4,86.5,73.9,603,5.1,7.0,26.4
3,1.91,67.6,24.2,35.1,19.4,422,6.2,9.6,24.2
3,1.66,91.0,37.6,47.2,25.4,675,3.7,19.6,29.4
0,0.97,78.6,22.3,10.6,6.2,322,10.1,3.8,25.7
2,1.36,84.2,36.4,22.1,8.3,329,7.9,11.7,24.6
2,1.34,60.9,17.9,35.8,18.0,458,7.9,11.0,31.6
1,1.28,73.1,37.5,26.8,0.2,631,2.8,25.7,37.8
1,2.45,85.9,33.3,50.1,23.3,715,7.9,19.9,45.3
0,0.87,64.5,17.8,15.4,6.9,329,11.3,8.3,25.0
3,1.7,65.1,25.1,47.5,21.8,569,4.6,23.8,43.0
0,0.76,44.5,13.3,17.9,12.4,296,14.8,0.5,26.2
0,1.01,58.0,17.2,5.5,2.8,312,13.3,1.8,20.2
2,1.72,82.3,15.4,35.7,25.1,332,11.7,9.4,26.8
2,1.35,42.3,27.8,22.5,12.0,648,5.2,13.3,28.6
0,0.96,41.8,25.7,10.2,4.4,564,10.1,1.9,18.9
0,0.95,39.0,15.1,13.1,8.7,492,11.8,6.2,30.0
3,1.95,75.0,32.2,41.8,29.0,748,5.8,11.9,35.6
3,2.3,60.5,44.0,37.0,31.6,406,5.1,20.1,39.0
1,1.93,84.2,33.4,16.2,2.9,701,4.4,17.0,44.9
0,1.08,78.7,13.5,21.9,16.8,293,12.3,4.6,27.8
0,0.97,61.2,15.3,8.6,2.4,501,10.2,5.1,31.6
0,1.04,53.1,15.0,10.5,3.6,353,10.2,7.0,24.4
0,1.04,45.4,14.0,34.7,31.3,573,11.3,7.1,27.5
2,1.48,94.9,32.9,28.7,15.4,620,7.0,10.2,30.3
2,1.5,82.6,25.0,13.8,5.1,582,6.7,9.9,38.1
0,0.95,72.8,26.2,8.3,3.6,516,11.1,6.5,20.0
0,1.15,77.5,11.8,11.5,6.3,245,10.1,7.0,26.6
0,1.06,59.9,23.1,8.0,2.4,356,11.4,6.9,24.7
2,1.7,49.7,21.1,40.5,42.5,374,5.7,13.9,32.9
2,1.56,50.1,28.9,44.2,23.6,659,6.4,12.7,30.7
0,1.13,71.6,19.5,11.1,5.9,547,10.5,2.7,24.2
3,2.09,71.6,31.4,24.4,10.7,434,4.0,15.4,27.2
0,0.92,39.7,23.9,14.8,9.6,350,13.4,4.6,24.1
0,0.92,78.8,23.1,19.7,11.4,547,10.6,7.5,25.8
0,0.73,49.8,22.4,6.0,0.1,510,11.8,3.3,25.1
0,0.99,56.9,10.7,8.9,4.9,276,10.2,6.3,26.4
3,2.13,99.1,32.7,52.7,31.0,646,4.7,18.1,38.4
2,1.94,79.2,20.1,59.4,56.0,541,5.7,5.0,27.2
2,1.39,86.9,24.3,25.2,14.0,328,7.8,14.6,26.9
3,1.99,86.2,30.1,50.4,40.4,581,9.8,21.9,27.0
2,1.43,52.4,17.6,82.4,72.4,343,9.2,9.4,34.6
2,1.52,67.6,25.0,25.5,14.2,345,5.1,5.6,35.1
1,2.82,100.9,44.6,69.4,48.5,830,3.1,3.0,35.1
2,1.24,69.6,33.7,48.2,38.3,358,6.1,10.6,32.5
0,1.15,67.8,21.3,68.3,58.9,614,10.5,7.4,28.7
3,2.43,58.0,42.2,36.4,6.3,505,3.5,1.9,28.8
0,0.97,69.6,25.1,7.4,3.8,310,10.2,4.6,25.7
2,1.45,54.3,18.9,38.0,21.7,437,9.6,9.1,24.9
0,0.85,40.8,13.2,16.6,10.6,398,14.3,7.3,24.3
0,1.12,54.9,22.6,18.9,13.7,269,13.5,5.3,23.4
2,1.49,63.8,27.2,62.1,53.7,345,17.1,6.8,32.0
0,1.08,69.6,15.2,15.1,5.6,509,10.6,4.8,19.2
3,1.91,68.6,29.7,11.8,1.5,410,7.9,21.9,27.2
0,0.89,53.9,15.6,10.4,3.0,201,11.0,5.9,25.1
2,1.55,87.7,24.4,36.1,23.2,376,6.0,10.5,27.1
3,2.53,83.3,33.6,32.2,10.2,541,11.9,27.7,33.7
3,2.39,71.8,42.7,67.2,43.9,501,14.3,25.6,34.8
0,1.12,65.5,19.2,9.2,2.5,393,11.5,6.1,24.4
0,1.03,66.1,22.7,51.5,45.5,384,17.2,6.3,18.7
3,1.93,102.2,35.0,30.2,24.6,758,5.5,19.3,30.4
0,1.0,53.4,13.5,25.1,19.2,262,14.6,2.8,28.5
0,0.98,78.6,23.1,12.4,8.0,501,10.1,4.4,24.6
0,0.91,75.0,13.9,25.4,20.4,390,10.2,4.9,25.2
2,1.64,71.4,22.9,32.4,20.4,514,7.6,7.0,34.6
2,1.31,82.2,19.7,34.0,23.9,438,5.2,5.7,26.5
2,1.51,80.1,20.6,14.0,0.2,376,5.0,11.9,22.7
0,0.97,60.1,17.6,22.5,19.6,558,12.1,7.5,22.2
2,1.3,93.5,26.1,77.5,65.0,438,5.6,13.1,34.2
0,1.12,61.4,13.0,4.7,0.6,489,12.2,4.5,21.7
2,1.38,68.5,18.2,13.2,0.8,478,12.3,4.6,32.7
0,1.02,65.2,17.6,7.0,2.7,510,11.1,6.8,26.7
0,0.92,52.7,16.9,11.4,3.0,457,10.5,3.8,26.0
0,0.89,66.1,18.4,5.2,0.8,492,10.3,5.7,23.3
2,1.71,67.4,25.6,28.8,17.9,670,6.2,7.3,23.6
2,1.64,64.0,32.1,31.6,25.7,589,10.0,12.5,26.4
3,1.99,80.3,39.0,53.3,37.6,448,4.4,13.6,39.4
2,1.74,57.1,21.0,16.8,6.5,543,5.3,8.8,30.6
1,2.94,84.6,27.8,23.7,8.0,839,3.6,12.0,33.8
2,1.53,83.8,32.5,1.3,0.1,601,5.7,5.1,30.8
0,0.93,47.6,12.9,23.5,17.0,571,10.7,2.5,27.3
0,1.01,82.2,10.8,40.2,34.6,608,14.2,10.3,25.0
0,1.11,58.0,24.5,3.6,3.7,519,10.9,3.1,28.8
0,0.99,53.9,15.8,12.1,9.2,365,10.6,0.5,23.1
2,1.65,67.3,22.4,52.9,41.8,446,9.6,12.4,27.4
3,2.3,64.6,36.7,48.6,31.2,540,3.4,14.7,43.2
1,2.67,102.6,46.7,38.5,18.2,720,9.5,6.6,42.4
0,1.11,67.9,16.0,21.4,19.4,528,13.4,-1.4,26.1
3,2.13,88.6,44.6,28.5,16.0,484,6.7,19.1,26.8
2,1.3,83.8,22.3,27.7,21.0,388,16.0,11.3,25.4
0,0.97,48.0,22.9,16.7,10.8,272,11.0,3.2,23.3
3,1.91,58.4,27.5,13.4,5.0,616,4.7,10.3,40.1
1,1.91,66.5,46.5,78.1,44.2,673,5.4,20.9,47.0
2,1.29,59.4,29.2,20.1,18.1,527,13.4,10.0,36.0
1,2.81,109.7,24.2,45.8,19.8,873,4.9,18.3,42.5
0,1.09,60.5,23.6,16.3,14.2,454,13.3,3.1,28.7
0,1.12,41.3,24.9,8.4,5.4,360,10.7,7.9,23.5
0,0.92,46.4,24.6,5.7,1.3,494,11.1,8.5,25.7
2,1.33,82.5,21.4,13.1,2.5,692,6.2,11.7,35.5
0,0.95,51.5,17.0,9.5,2.1,471,11.9,2.8,19.5
2,1.39,69.0,23.9,13.5,1.1,461,5.8,9.9,32.3
3,1.81,68.4,30.8,64.4,54.1,671,5.7,0.7,25.5
2,1.56,58.7,22.0,22.7,5.6,467,9.6,9.2,37.5
0,0.94,45.1,26.1,13.4,12.5,409,10.3,6.5,28.0
2,1.31,53.7,29.7,16.9,7.8,613,5.6,7.9,27.8
0,1.05,49.5,22.0,5.6,1.6,207,11.2,1.2,26.3
3,1.7,77.2,47.7,52.4,37.9,617,5.2,18.9,39.0
2,1.18,58.0,27.0,19.3,15.9,403,7.2,16.2,37.1
2,1.97,68.0,29.5,43.1,28.8,612,9.0,13.8,22.3
0,1.0,52.5,24.7,15.8,7.1,554,13.2,2.4,28.0
0,1.05,59.8,16.4,13.1,7.7,244,13.0,2.6,25.5
3,2.26,93.1,25.0,18.1,12.5,473,8.6,2.9,24.9
3,1.85,79.3,31.1,43.9,29.1,615,6.6,18.0,40.4
2,1.4,65.8,22.4,16.2,7.1,495,6.0,5.3,31.2
3,1.64,92.5,34.9,29.7,24.3,678,9.1,18.0,30.9
0,0.92,49.5,22.7,15.3,7.6,576,12.5,7.8,21.4
2,1.78,86.5,25.5,63.7,52.9,375,7.6,8.0,34.4
0,1.0,59.5,19.6,8.3,3.9,488,15.3,-0.4,30.1
3,2.24,67.9,35.9,30.6,12.1,504,5.5,18.9,40.7
0,1.07,61.8,25.2,28.4,20.4,504,11.8,5.4,19.8
0,0.98,53.4,15.8,20.5,13.5,235,11.3,2.5,23.6
2,1.4,62.6,21.9,30.6,17.1,533,5.2,14.6,32.9
0,1.11,38.2,15.7,27.7,22.6,340,10.2,6.9,23.0
0,1.06,46.0,24.2,8.3,4.5,545,12.5,6.1,27.2
1,2.65,107.1,46.1,45.0,23.9,756,3.4,25.8,39.0
3,1.51,68.3,40.1,31.6,26.6,568,10.4,19.8,31.3
0,1.01,59.6,27.9,23.5,17.9,359,10.0,5.8,22.3
0,0.88,66.5,24.3,25.0,20.7,297,14.2,4.0,25.2
0,1.22,76.7,20.9,6.5,1.2,565,10.7,6.7,22.6
1,1.82,84.8,35.2,77.0,61.2,905,2.8,3.9,40.2
3,1.55,61.5,32.0,46.4,26.0,731,10.5,15.0,35.1
2,1.61,54.3,27.1,33.7,25.1,632,9.7,6.3,26.8
3,1.71,99.4,32.3,32.0,8.9,601,3.3,7.9,34.2
3,1.83,74.3,32.3,18.7,5.0,769,4.8,15.5,32.5
3,2.04,102.1,19.5,49.8,39.7,472,7.2,13.0,35.7
2,1.92,47.3,34.1,16.9,9.4,367,5.3,6.4,25.8
2,1.65,72.9,32.9,30.2,28.7,688,8.1,6.4,26.7
3,1.78,88.4,39.4,48.0,35.6,639,4.6,14.4,43.4
0,1.0,63.4,18.8,21.4,13.8,303,10.3,2.8,26.8
0,1.06,47.1,11.3,9.8,3.1,351,14.4,7.8,22.6
0,1.09,71.3,13.3,4.7,2.5,229,15.4,3.9,25.9
0,1.0,42.3,11.9,13.0,10.7,381,10.2,2.3,25.3
0,0.84,74.7,20.2,8.6,3.7,287,14.9,1.0,25.6
2,1.01,80.4,25.5,19.8,7.4,573,5.5,7.9,20.7
3,2.02,70.8,30.8,20.7,3.0,502,3.5,17.7,27.8
3,1.71,82.0,29.8,26.6,13.4,473,4.0,12.4,30.5
0,1.01,61.6,16.2,6.8,1.1,398,15.6,5.9,21.6
0,0.76,52.0,26.8,20.5,14.8,395,10.9,2.2,26.8
0,0.94,58.7,25.3,55.5,49.8,589,15.1,6.3,20.2
0,0.92,80.8,19.8,7.9,3.3,253,10.9,2.0,28.3
2,1.23,50.1,26.9,43.6,33.2,651,10.8,11.5,26.7
0,0.98,69.5,24.9,11.9,4.0,304,13.8,5.0,26.5
3,1.81,63.5,38.5,14.7,6.4,501,3.8,11.4,32.4
0,0.98,72.9,19.7,19.3,13.8,575,10.4,2.9,28.6
2,1.52,58.2,22.9,24.8,11.8,431,5.1,15.9,30.5
3,1.79,94.3,47.5,31.4,8.0,827,4.1,19.8,39.3
0,0.88,71.5,11.3,9.0,3.5,393,10.0,5.6,25.2
3,2.06,110.4,30.4,49.8,34.0,706,4.2,2.6,33.5
0,1.02,78.9,13.1,6.7,0.5,579,10.7,1.9,21.4
0,0.86,67.0,22.2,4.1,1.0,530,10.9,3.3,24.3
0,0.84,60.3,15.0,22.0,19.1,466,13.5,5.1,26.2
0,0.94,74.1,26.0,6.8,1.9,250,10.7,4.2,29.8
2,1.5,77.2,29.4,21.1,14.9,489,5.4,12.3,35.9
0,1.03,54.8,16.5,6.2,2.3,490,10.9,7.2,35.4
3,1.7,87.6,32.3,14.3,1.3,663,3.4,1.1,37.2
1,2.76,91.2,37.5,18.5,3.0,764,3.2,14.2,21.3
0,0.89,78.5,13.6,12.4,7.8,398,10.1,6.1,25.6
2,1.55,59.2,25.3,41.2,31.4,570,7.2,16.4,34.9
2,1.48,69.6,33.8,23.1,8.1,575,10.0,7.5,32.0
0,0.84,58.7,28.3,18.8,15.8,243,14.0,6.3,24.2
1,2.45,76.1,37.0,22.0,9.4,533,6.2,14.4,39.0
2,1.73,71.9,16.9,21.3,7.7,593,5.6,3.5,30.6
0,1.06,61.4,28.7,31.9,29.5,212,11.1,-0.3,31.9
3,1.95,111.0,34.3,39.6,20.6,741,4.2,6.6,44.0
0,0.88,74.9,16.5,3.5,0.2,243,10.8,4.4,22.2
0,1.11,55.0,18.2,7.3,0.9,469,11.3,5.9,28.9
2,1.78,87.8,19.4,27.3,18.1,529,5.2,12.2,33.0
2,1.42,53.2,28.9,27.9,18.5,319,5.7,13.0,31.4
1,2.52,111.0,41.3,50.7,33.8,516,4.2,21.0,42.7
0,1.06,66.5,14.6,24.2,14.7,373,15.6,4.2,26.3
2,1.36,62.0,31.0,7.3,3.5,297,5.0,10.4,30.9
0,0.85,64.4,14.0,8.0,1.5,512,10.8,7.6,20.1
2,1.65,80.3,32.8,41.0,26.8,249,8.8,7.2,28.7
2,1.45,65.7,29.1,28.4,19.0,683,8.0,14.1,20.6
2,2.01,89.4,31.3,17.3,10.8,435,5.9,3.3,31.0
0,0.97,71.7,16.7,25.6,20.0,539,11.9,6.1,28.8
2,1.68,86.0,29.3,65.1,60.5,655,7.8,1.7,31.3
0,1.08,65.7,15.4,3.7,0.7,211,10.4,5.5,24.6
0,1.14,48.6,20.1,24.0,18.3,263,10.2,5.1,23.3
2,1.44,78.4,23.9,19.3,16.8,456,11.4,7.9,23.2
3,2.06,68.6,31.0,29.7,15.4,609,3.6,11.3,30.4
0,0.97,61.9,24.8,4.7,2.6,296,11.3,5.4,20.5
2,1.36,65.7,28.3,19.1,8.7,322,6.4,11.6,32.3
2,1.96,49.6,23.0,12.6,1.0,592,5.5,16.9,25.9
2,1.93,55.8,26.0,24.1,14.6,579,5.7,12.3,24.6
2,1.39,81.0,27.3,15.8,8.9,620,5.9,9.5,26.9
1,2.48,79.0,49.6,45.1,28.6,886,4.8,19.1,41.9
3,1.91,81.0,22.6,43.7,28.5,628,5.6,19.7,36.7
1,2.86,87.5,46.2,49.6,25.7,571,3.5,22.1,45.9
3,2.12,59.3,22.5,14.2,3.3,775,4.4,18.6,39.3
0,1.06,47.8,24.4,14.9,9.3,578,10.5,7.0,22.1
3,1.86,77.8,27.8,11.1,2.9,426,5.7,12.3,32.7
2,1.55,85.2,36.6,42.1,30.0,448,7.6,5.2,34.7
0,1.01,58.5,22.7,20.9,14.1,567,11.6,3.6,21.3
0,0.94,61.0,21.8,18.5,12.4,490,10.4,4.8,29.8
3,2.29,82.6,41.6,29.4,12.9,841,5.1,14.1,45.4
2,1.7,82.2,25.0,50.6,40.6,591,6.6,13.1,29.5
0,1.15,51.9,24.2,9.6,5.5,345,10.3,6.9,22.9
0,1.14,43.0,23.1,19.0,14.6,297,12.7,1.7,23.5
0,0.85,59.7,19.1,8.4,2.8,432,10.3,4.3,24.5
0,1.07,46.8,23.4,6.6,1.2,531,10.4,3.1,23.7
3,2.36,75.6,32.1,20.9,9.0,511,3.4,20.4,33.9
0,0.88,70.8,22.1,5.8,1.2,266,12.7,6.7,23.0
0,0.94,64.1,22.6,27.3,21.4,296,10.3,5.7,24.0
2,1.31,50.3,35.6,43.4,36.7,443,5.4,5.3,33.4
3,2.35,71.3,34.4,19.7,6.3,714,5.4,19.2,35.4
0,0.85,54.6,15.1,10.1,3.7,312,15.9,3.1,27.0
0,0.98,80.8,26.0,15.8,13.3,602,11.8,7.3,26.2
0,1.01,56.3,25.6,13.1,6.8,535,11.6,1.5,22.1
3,1.79,66.8,34.5,36.4,33.4,608,4.7,8.0,43.7
2,1.67,65.4,18.4,27.2,16.7,351,9.8,12.1,34.9
0,0.83,74.2,17.3,11.7,5.5,383,10.2,3.6,26.2
1,2.24,79.0,46.3,74.8,46.0,730,5.9,14.9,39.7
